,artist,count,genre
1702,Hands,1,Post-Metal
1703,Hangzoo,3,Korean
1704,Hanhae,1,Korean
1705,Hannah Diamond,11,bubblegum bass
1706,Hannah Montana,1,pop
1707,Hanumaan,3,
1708,Hanz,6,electronic
1709,Harmful Logic,1,breakcore
1710,Harold Budd,1,ambient
1711,Harold Faltermeyer,2,Soundtrack
1712,Harold-Alexis,1,electronic
1713,Harris Cole,13,Hip-Hop
1714,Harrison,14,future funk
1715,Harrison Fjord,1,indie rock
1716,Harry Chapin,1,folk
1717,Harry Nilsson,1,singer-songwriter
1718,Harry Styles,2,pop
1719,Haru Nemuri,7,noise pop
1720,Haruno,63,japanese
1721,Harvey Sutherland,3,House
1722,Hash Swan,1,Korean
1723,Hatom,1,Hard Trance
1724,Hayley Kiyoko,33,pop
1725,Haywyre,67,dubstep
1726,Hazy Year,5,beats
1727,Healy,3,Hip-Hop
1728,Heard Right,1,Progressive House
1729,Heart,8,classic rock
1730,Hearts & Colors,1,pop
1731,Heatwave,1,funk
1732,Heaven 17,1,new wave
1733,Hedley,2,rock
1734,Heinrich Schlupf,1,instrumental hip-hop
1735,Heize,257,rnb
1736,Helen Reddy,1,pop
1737,Helena Noguerra,33,female vocalists
1738,Hellberg,1,House
1739,Hello Sleepwalkers,1,J-rock
1740,Helsinki Lambda Club,2,indie rock
1741,Henker,1,Technical Death Metal
1742,Henry Fong,1,USA
1743,Henry Young,1,electronic
1744,Her's,3,dream pop
1745,Heralds Of Change,1,Hip-Hop
1746,Herbie Hancock,1,jazz
1747,Hercelot,1,All
1748,Hermitude,124,instrumental hip-hop
1749,Herr Kaschke,1,electronic
1750,Herr Krank,1,House
1751,Herring Franky,1,beats
1752,Hester V75,1,seen live
1753,Hether,3,indie
1754,Hey Champ,1,electropop
1755,Hey Violet,1,pop
1756,"Hi, I'm Chris",1,
1757,Hi-Fi CAMP,1,j-pop
1758,HiP CoLouR,1,Sweden
1759,HiTECH NINJA,16,
1760,HiTECH NINJA ＆ KARAMERU,1,
1761,Hiatus Kaiyote,11,soul
1762,Hicut Lopass,1,chillout
1763,Hidden Charms,1,rock
1764,Hideous Divinity,1,Technical Death Metal
1765,Hige,1,J-rock
1766,High Altitude Samples,1,
1767,High John,4,Hip-Hop
1768,High Sunn,1,Lo-Fi
1769,HighSchool,1,post-punk
1770,Higher Brothers,1,Hip-Hop
1771,Hikaru Utada,6,j-pop
1772,Hiko,2,chillout
1773,Hil St. Soul,1,Neo-Soul
1774,Hillsong United,1,christian
1775,Hillsong Worship,1,christian
1776,Hippo Campus,2,indie pop
1777,Hiro,1,screamo
1778,Hiroaki TOMMY Tominaga,9,japanese
1779,Hiromi,1,jazz
1780,Hiroshi Yamaguchi,1,Soundtrack
1781,Hiss Golden Messenger,1,folk
1782,Hitchhiker,2,electronic
1783,Hitsujibungaku,2,shoegaze
1784,Hoa,1,metal
1785,Hoffy Beats,1,chillout
1786,Hojean,3,indie
1787,Holland,1,NWOBHM
1788,Holo Bass,1,hololive
1789,Holy Ghost!,1,electronic
1790,Home,2,chillwave
1791,Hommarju,12,trance
1792,HoneyComeBear,4,future bass
1793,Hong Jin Young,2,Korean
1794,Honnip,1,
1795,Hoody,248,rnb
1796,Hope Tala,1,rnb
1797,Hopelezz,2,Melodic Death Metal
1798,Hoshi,3,french
1799,Hot Chelle Rae,2,rock
1800,Hot Potato,1,Korean
1801,Hot Since 82,1,deep house
1802,Hotaru,1,japanese
1803,Hotel Ugly,1,indie
1804,House Rulez,1,Korean
1805,Housse de Racket,2,french
1806,Hovey Benjamin,1,rap
1807,Howard Jones,1,80s
1808,Howie Doowin,1,
1809,Hubert Daviz,1,instrumental hip-hop
1810,Hudson Mohawke,81,electronic
1811,Hugel,2,Hip-Hop
1812,Hugh Augustine,4,
1813,Hugh Jackman,2,actors
1814,Human Part,1,footwork
1815,Human Petting Zoo,1,folk punk
1816,Humanature,1,Drum and bass
1817,Hundred Waters,1,electronic
1818,Hurricana Life,2,
1819,Hus,6,Hip-Hop
1820,Hwa Sa,141,Korean
1821,Hwaji,2,Korean
1822,Hwang Chi Yeul,1,folk
1823,Hwasa,2,k-pop
1824,Hyakkei,3,post-rock
1825,Hyleo,97,electronic
1826,Hyleo; Yukacco,1,
1827,Hyolyn,63,k-pop
1828,Hyoo,1,instrumental hip hop
1829,Hyoyeon,3,k-pop
1830,Hyper Potions,8,electronic
1831,Hypnosis Mic -D.R.B.- (Fling Posse),1,rap
1832,HyunA,15,k-pop
1833,HyunA&DAWN,5,k-pop
1834,Héctor Lavoe,1,salsa
1835,I DONT KNOW HOW BUT THEY FOUND ME,2,synthpop
1836,I Don't Like Mondays.,1,pop
1837,I Think Otherwise,1,indie
1838,I'm,1,electronic
1839,I.M,1,Hip-Hop
1840,I.O.I,23,k-pop
1841,IAMX,1,electronic
1842,IC3PEAK,1,witch house
1843,IDK,6,rap
1844,II-L,635,psy footwork
1845,IOSYS,6,touhou
1846,IRyS,27,hololive
1847,IShowSpeed,160,jersey club
1848,ITZY,177,k-pop
1849,IU,35,k-pop
1850,IV4,1,indie
1851,IVE,79,k-pop
1852,IZ*ONE,80,k-pop
1853,Ian Ewing,2,instrumental hip-hop
1854,Ibiza Classical Machines,1,
1855,Ice Cube,1,rap
1856,IceJJFish,14,mental health
1857,Icona Pop,2,electronic
1858,Iden Kai,1,synthpop
1859,Iggy Pop,1,punk
1860,Iglooghost,5,wonky
1861,Igorrr,5,breakcore
1862,Ikon,4,Gothic Rock
1863,Ill Bill,1,Hip-Hop
1864,Illiterate,5,instrumental hip-hop
1865,Imagine Dragons,3,indie
1866,ImaniCarolyn,1,United States
1867,Immortal Technique,1,Hip-Hop
1868,Imperatorz,1,hardstyle
1869,Imperial Circus Dead Decadence,9,Symphonic Black Metal
1870,In Flames,2,Melodic Death Metal
1871,In Love With a Ghost,9,ambient
1872,India Shawn,1,rnb
1873,Infant Annihilator,45,Technical Deathcore
1874,Infected Mushroom,1,psytrance
1875,Inferi,1,black metal
1876,Ingested,14,Brutal Death Metal
1877,Ingrid Michaelson,1,female vocalists
1878,Inigo Pascual,17,japon
1879,Injury Reserve,6,experimental hip hop
1880,Inman,1,japan
1881,Inner Wave,2,indie
1882,Inquisitive,1,electronica
1883,Insan3lik3,2,dubstep
1884,Inshow ha,17,japanese
1885,Instupendo,2,downtempo
1886,Intercom,2,electronica
1887,Interpol,1,indie
1888,Intersection,145,japanese
1889,Invalids,1,math rock
1890,Invention,4,Nu-metal
1891,IoM,1,
1892,Ion Dissonance,2,mathcore
1893,Irakere,1,cuban
1894,Iri,3,j-pop
1895,Iris Temple,1,soul
1896,Iron Age,1,hardcore
1897,Iron Maiden,2,heavy metal
1898,Isaiah Rashad,5,Hip-Hop
1899,Isenberg,1,USA
1900,Isolate.exe,1,
1901,Israel Houghton,1,gospel
1902,Issugi,1,hip hop
1903,Ituana,1,jazz
1904,Ivy to Fraudulent Game,2,indie
1905,Iyla,10,trip-hop
1906,Izumi Makura,226,japanese
1907,J Dilla,6,Hip-Hop
1908,J Lloyd,1,electronic
1909,J'San,3,Lo-Fi
1910,J. Cole,27,Hip-Hop
1911,J. Lorenzo,2,
1912,J.Chris,1,
1913,J.Y. Park,3,k-pop
1914,JACKBOYS,2,rap
1915,JAKAZiD,215,happy hardcore
1916,JANE POP,6,Korean
1917,JAY-Z,2,Hip-Hop
1918,JBJ,1,k-pop
1919,JBroadway,1,hip hop
1920,JClef,1,Korean
1921,JEON SOMI,6,k-pop
1922,JEON SOYEON,9,rap
1923,JEONGHYEON,2,south korea
1924,JERHELL,1,hip hop
1925,JID,2,rap
1926,JISOO,1,k-pop
1927,JJJ,2,Hip-Hop
1928,JKuch,2,electronic
1929,JNKYRD,1,Korean
1930,JNTHN STEIN,1,trap
1931,JO YURI,11,k-pop
1932,JONGHYUN,95,k-pop
1933,JOSA,2,beats
1934,JOYRYDE,7,bass house
1935,JP Cooper,1,soul
1936,JP THE WAVY,2,japanese
1937,JPEGMAFIA,32,Hip-Hop
1938,JSTJR,1,zouk bass
1939,JUS2,2,k-pop
1940,JYOCHO,82,math rock
1941,Jack Harlow,3,rap
1942,Jack Jones,1,jazz
1943,Jack Stauber,4,indie pop
1944,Jack Stauber's Micropop,7,experimental
1945,Jack White,2,rock
1946,Jack Ü,8,electronic
1947,Jackson Wang,5,chinese
1948,Jaco Jaco,1,
1949,Jacob Collier,146,jazz
1950,"Jacob Collier, Mahalia & Ty Dolla $ign",1,jazz
1951,Jacob Mann Big Band,2,Big Band
1952,Jaden,5,Hip-Hop
1953,Jaden Smith,22,Hip-Hop
1954,Jadu Jadu,1,
1955,Jaeden Camstra,3,instrumental hip-hop
1956,Jaehyun,4,Korean
1957,Jael,1,rapcore
1958,Jai Paul,2,experimental
1959,Jai Wolf,1,electronic
1960,Jake Fine,1,
1961,Jake Paul,6,youtube
1962,Jakey,2,rap
1963,Jaki Graham,1,pop
1964,Jakob,2,post-rock
1965,Jakob Ogawa,1,indie
1966,Jam in the Van,1,country
1967,James Blake,6,electronic
1968,James Brown,2,funk
1969,James Ingram,2,soul
1970,James Landino,37,electronic
1971,James Taylor,1,folk
1972,James Vickery,1,soul
1973,Jamie,9,Korean
1974,Jamie Miller,1,pop
1975,Jamie xx,1,electronic
1976,Jamila Woods,3,soul
1977,Jamiroquai,2,funk
1978,Janelle Monáe,18,soul
1979,Jang Ye Eun,1,k-pop
1980,Japa System,1,seen live
1981,Japan,26,new wave
1982,Japanese Breakfast,3,dream pop
1983,Jaroslav Beck,2,instrumental
1984,Jasmine Thompson,2,pop
1985,Jason Derulo,1,rnb
1986,Jasper Byrne,1,ambient
1987,Jauwie,1,
1988,Jawny,51,Lo-Fi
1989,Jay B,1,rnb
1990,Jay Diggs,1,synthpop
1991,Jay Eazy,42,Hip-Hop
1992,Jay Park,19,k-pop
1993,Jay Prince,2,Hip-Hop
1994,Jay Rock,28,Hip-Hop
1995,"Jay Rock, Kendrick Lamar, Future, James Blake",14,hip hop
1996,Jay Som,1,dream pop
1997,Jay Vanilla,1,
1998,Jayda G,3,House
1999,Jaye,1,jaye
2000,Jaymes Young,3,indie
2001,Jaymie Magtoto,1,
2002,Jazz Dialogue,1,Jazz Hop
2003,Jazzy James,3,
2004,Jazzyfact,1,Hip-Hop
2005,Jean Deaux,3,pop
2006,Jeff Bernat,38,soul
2007,Jeff Williams,2,Soundtrack
2008,Jefferson Starship,2,classic rock
2009,Jelani Aryeh,3,indie
2010,Jelani Blackman,1,rap
2011,Jena Irene,1,pop
2012,Jenevieve,3,rnb
2013,Jennie,4,k-pop
2014,Jennifer Lopez,1,pop
2015,Jennifer Rush,1,pop
2016,Jeon Mi Do,1,ost
2017,Jeon Soyeon,152,rap
2018,Jeremih,1,rnb
2019,Jeremy Passion,1,soul
2020,Jerry Paper,1,experimental
2021,Jerry Vale,1,oldies
2022,Jesse Barrera,1,acoustic
2023,Jesse Novak,1,Soundtrack
2024,Jessi,14,k-pop
2025,Jessica Darrow,1,USA
2026,Jessica Manning,1,electronic
2027,Jessie J,1,pop
2028,Jessie Ware,20,soul
2029,Jesus Molina,1,jazz
2030,Jet,1,rock
2031,Jet Age of Tomorrow,1,Hip-Hop
2032,Jey,2,Hip-Hop
2033,Jhené Aiko,2,rnb
2034,Jihyo,39,k-pop
2035,Jill Scott,2,soul
2036,Jim Croce,1,folk
2037,Jim Jones,1,rap
2038,Jim-E Stack,3,electronic
2039,Jimi Hendrix,8,classic rock
2040,Jimin Park,8,rnb
2041,Jimmy Brown,4,indie
2042,Jimmy Durante,1,jazz
2043,Jin,4,Hip-Hop
2044,Jin Dogg,1,Hip-Hop
2045,Jinho,1,rock
2046,Jinjer,1,metalcore
2047,Jinkx Monsoon,1,cabaret
2048,Jinsang,16,instrumental
2049,Jiselle,5,rnb
2050,Jnske,1,
2051,Jo duck bai,1,Korean
2052,JoJo,2,pop
2053,JoJo Siwa,1,pop
2054,Joan,2,indie pop
2055,Joe Corfield,4,chillout
2056,Joe Hertz,4,dance
2057,Joe Jackson,3,new wave
2058,Joeshort,1,Lo-Fi
2059,Joey Albert,1,OPM
2060,Joey Bada$$,6,Hip-Hop
2061,Joey Pecoraro,3,chillhop
2062,Joey Purp,1,rap
2063,Joey Trap,1,rap
2064,Johann Pachelbel,4,Classical
2065,Johann Sebastian Bach,7,Classical
2066,Johann Strauss II,1,Classical
2067,Johannes Bornlof,1,ambient
2068,Johannes Brahms,1,Classical
2069,John Denver,5,country
2070,John Farnham,1,80s
2071,John Field,2,Classical
2072,John Lennon,8,classic rock
2073,John Mayer,3,singer-songwriter
2074,John Ofa Rhee,1,k-indie
2075,John Prine,1,folk
2076,John Waite,1,80s
2077,John Waller,1,christian
2078,"Johnny ""Guitar"" Watson",1,funk
2079,Johnny Hartman,1,jazz
2080,Johnny Polygon,1,Hip-Hop
2081,Johnny Stimson,7,pop
2082,Johnny Wakelin,5,70s
2083,Jojan,1,
2084,Joji,23,Lo-Fi
2085,Jolin Tsai,1,C-pop
2086,Jom,1,
2087,Jon Batiste,2,jazz
2088,Jon Hopkins,1,ambient
2089,Jon Void,1,Drum and bass
2090,Jonah Yano,2,electronic
2091,Jonas Aden,1,electronic
2092,Jonas Brothers,17,pop
2093,Jonwayne,1,Hip-Hop
2094,Joomanji,2,Hip-Hop
2095,Jooyoung,7,soul
2096,Jordana,4,indie rock
2097,Jorge and the Homies,1,
2098,Jorja Smith,5,rnb
2099,Jose Mari Chan,20,OPM
2100,Josh Gad,1,Soundtrack
2101,Joshua Bassett,1,pop
2102,Joshwa,2,UK
2103,Jost Esser,1,
2104,José Feliciano,9,latin
2105,José González,1,acoustic
2106,Journey,6,classic rock
2107,Joy,3,Disco
2108,Joy Again,1,USA
2109,Joy Division,44,post-punk
2110,Joyce Wrice,2,rnb
2111,Jr Jr,2,indie
2112,JrD.,2,instrumental hip-hop
2113,Juan Karlos,2,philippines
2114,Juan Rios,14,Lo-Fi
2115,Jubël,1,pop
2116,Judas Priest,1,heavy metal
2117,Judy Garland,1,jazz
2118,Juggernaut.,1,dubstep
2119,Juice WRLD,9,emo rap
2120,Juicebox,2,funk
2121,Juicy J,1,Hip-Hop
2122,Jules and the Gang,1,mixtaperoom
2123,Julie London,4,jazz
2124,Juls,1,rap
2125,Jun Fukamachi,1,jazz
2126,Jun Kuroda,1,artcore
2127,Jun Togawa,1,new wave
2128,June,7,seen live
2129,Jung Jin Woo,1,pop
2130,Junge Junge,1,dance
2131,Junggigo,4,Korean
2132,Jungle,2,seen live
2133,Juniore,3,french
2134,Junko Ohashi,4,j-pop
2135,Junny,12,Korean
2136,Junoflo,46,Hip-Hop
2137,Justice,20,electronic
2138,Justin Bieber,27,pop
2139,Justin Oh,1,House
2140,Jvcki Wai,2,rap
2141,Jérôme Echenoz,1,france
2142,K Camp,1,Hip-Hop
2143,K.Flay,1,Hip-Hop
2144,K/DA,128,k-pop
2145,KAKERU,119,
2146,KAMAUU,2,soul
2147,KAN SANO,2,japanese
2148,KANA-BOON,25,J-rock
2149,KANDYTOWN,4,hip hop
2150,KARASU WA MASSHIRO,65,
2151,KARD,5,k-pop
2152,KASAI HARCORES,8,electronic
2153,KATOMORI,60,electronic
2154,KAYTRANADA,977,seen live
2155,KC & The Sunshine Band,2,Disco
2156,KEEMBO,1,k-pop
2157,KEN THE 390,1,Hip-Hop
2158,KEYTALK,25,japanese
2159,KICK THE CAN CREW,3,japanese
2160,KID FRESINO,10,hip hop
2161,KIDS SEE GHOSTS,5,Hip-Hop
2162,KIDZ BOP Kids,1,kids
2163,KLIM,2,Lo-Fi
2164,KMNZ,4,j-pop
2165,KNOWER,548,electronic
2166,KO3,41,japanese
2167,KOAN Sound,4,dubstep
2168,KOBASOLO,2,japanese
2169,KOHH,4,Hip-Hop
2170,KOHTA YAMAMOTO,1,instrumental
2171,KONGOS,1,rock
2172,KOTA The Friend,7,rap
2173,KOTONOHOUSE; Punipuni Denki,2,
2174,KRAWK,1,grindcore
2175,KREVA,1,japanese
2176,KROI,3,rock
2177,KT Tunstall,1,female vocalists
2178,KUMIRA,4,indie
2179,KUURO,4,electronic
2180,KWON EUN BI,98,k-pop
2181,KWON EUNBI,1,k-pop
2182,KYLE,35,Hip-Hop
2183,KYUHYUN,1,k-pop
2184,Kabanagu,1,electronic
2185,Kae Sun,1,soul
2186,Kaede,1,japanese
2187,Kaede Akamatsu,6,
2188,Kahimi Karie,1,japanese
2189,Kaho Nakamura,4,japanese
2190,Kahoot!,7,death metal
2191,Kai,15,exo
2192,Kaiit,2,soul
2193,Kainalu,2,electronic
2194,Kaiser Chiefs,1,indie
2195,Kaitlyn Dever,1,pop
2196,Kaito Shoma,1,phonk
2197,Kaizo Slumber,1,digital hardcore
2198,Kajagoogoo,8,80s
2199,Kalapana,2,Hawaiian
2200,Kaleida,1,indie pop
2201,Kalena,1,norwegian female vocalists
2202,Kaleo,2,rock
2203,Kali,1,rap
2204,Kali Uchis,177,rnb
2205,Kamelot,1,Power metal
2206,"Kami-sama, I have noticed",6,rock
2207,Kanaria,3,japanese
2208,Kang,1,electro
2209,Kang Daniel,5,k-pop
2210,KangTa,5,Korean
2211,Kanisan,1,Lo-Fi
2212,Kankick,3,instrumental hip-hop
2213,Kanmax,2,jazz
2214,Kansas,1,classic rock
2215,Kanye West,116,Hip-Hop
2216,Kaoru Akimoto,4,japanese
2217,Kap G,1,rap
2218,Kara,3,k-pop
2219,Karen Carpenter,3,female vocalists
2220,Karencitta,1,pop
2221,Karol Conká,2,rap
2222,Karol Szymanowski,1,Classical
2223,Kartell,3,House
2224,Karut,6,
2225,KasaLovr,1,Estrogen Trance
2226,Kasabian,3,indie
2227,Kaskade,3,House
2228,KaspaHauser,3,
2229,Kasper,1,K-RAP
2230,Kasper Lindmark,1,instrumental hip-hop
2231,Kataklysm,4,death metal
2232,Kate Bollinger,1,indie
2233,Katie,13,Korean
2234,Katy Perry,32,pop
2235,Kau-Lee,1,
2236,KaytrAminé,5,electronic
2237,Kazam,3,Lo-Fi
2238,Kazuma Kiryu(Takaya Kuroda),1,Soundtrack
2239,Keem The Cipher,7,instrumental
2240,Kehlani,227,rnb
2241,Keiichi Sokabe,1,japanese
2242,Kelela,3,rnb
2243,Kelis,2,rnb
2244,Kelly Clarkson,13,pop
2245,Ken San Jose,1,
2246,Ken Stewart,2,
2247,Kendall Miles,5,Hip-Hop
2248,Kendrick Lamar,645,Hip-Hop
2249,"Kendrick Lamar, SZA",3,United States
2250,Kenichiro Nishihara,1,Jazz Hop
2251,Kenna,1,electronic
2252,Kennedy,2,rap
2253,Kennie,2,soul
2254,Kenny G,1,jazz
2255,Kenny Loggins,8,80s
2256,Kenny Segal,1,Hip-Hop
2257,KennyDoes,1,
2258,Kenshi Yonezu,86,japanese
2259,Kep1er,8,k-pop
2260,Kermit,1,post-rock
2261,Kero Kero Bonito,40,electropop
2262,Keumbee,23,k-indie
2263,Kevin Abstract,10,Hip-Hop
2264,Key,26,anime
2265,Keys N Krates,1,trap
2266,Khaim,1,
2267,Khalid,3,rnb
2268,Khamari,2,pop
2269,Khan,3,Progressive rock
2270,Khruangbin,6,funk
2271,Kiana Ledé,5,rnb
2272,Kid Bloom,2,indie
2273,Kid Cudi,1,Hip-Hop
2274,Kid Sister,1,Hip-Hop
2275,Kid Travis,1,USA
2276,Kid Wine,1,Korean
2277,Kidkanevil,1,Hip-Hop
2278,Kieron Lee,3,indie pop
2279,Kill Bill: The Rapper,501,rap
2280,Kill the Noise,3,dubstep
2281,Killin' Void,1,Austria
2282,Kim Feel,3,Korean
2283,Kim Petras,6,pop
2284,Kim Wilde,13,80s
2285,Kimbra,2,indie pop
2286,Kina,1,hardcore
2287,Kina Grannis,3,acoustic
2288,King Geedorah,2,Hip-Hop
2289,King Gizzard & The Lizard Wizard,1,Psychedelic Rock
2290,King Gnu,1,J-rock
2291,King Krule,7,indie
2292,King Princess,5,pop
2293,King avriel,1,soul
2294,Kingdom,1,hardcore
2295,Kings of Leon,1,rock
2296,KinokoTeikoku,3,shoegaze
2297,Kirara,1,electronic
2298,Kirara Magic,2,electronic
2299,Kirinji,146,japanese
2300,Kisnue,1,k-indie
2301,Kiss,2,hard rock
2302,Kitty Purrnaz,2,indie pop
2303,Kiyotaka Sugiyama,1,japanese
2304,Kizuna Ai,3,vtuber
2305,Kllo,1,electronic
2306,Klubfiller,1,happy hardcore
2307,Knife Party,34,dubstep
2308,Knock2,29,electronic
2309,Knowsum,1,Hip-Hop
2310,Knxwledge,4,instrumental hip-hop
2311,Kobaryo,41,speedcore
2312,Kojoe,7,Hip-Hop
2313,Kolme,4,japanese
2314,Komaki Iwakura,3,
2315,Komorebi,1,electronic
2316,Konami,1,video game music
2317,Kondor,1,Hip-Hop
2318,Kool & The Gang,1,funk
2319,Kool & the Gang,1,funk
2320,Koraii,1,electronic
2321,Korn,1,Nu Metal
2322,Kotonohouse,144,electronic
2323,Koven,1,dubstep
2324,Kozypop,1,soul
2325,Krabi,4,
2326,Kraftwerk,3,electronic
2327,Kraus,27,New Zealand
2328,Kream,2,House
2329,Kreambeat,2,
2330,Kriesha Chu,1,k-pop
2331,Kris Wu,1,chinese
2332,Kristoff Krane,1,Hip-Hop
2333,Krokus,1,hard rock
2334,Krsraga,2,rnb
2335,Kry.exe,2,
2336,Krynoze,1,electronic
2337,Kubuch,1,
2338,Kue,1,electronic
2339,Kuh,2,indie
2340,Kuh Ledesma,1,OPM
2341,Kuiper,55,indie
2342,Kuk seung pyo,1,k-pop
2343,Kupla,14,chillout
2344,Kuranes,1,beats
2345,Kuritz,1,
2346,Kurt Vile and the Violators,1,seen live
2347,Kurtis Blow,1,Hip-Hop
2348,Kush Jones,2,Juke
2349,Kuusumun Profeetta,1,seen live
2350,Ky akasha,1,electronic
2351,Kyary Pamyu Pamyu,1,j-pop
2352,Kyle Bent,1,Hip-Hop
2353,Kyle Dion,4,rnb
2354,Kyle Dixon,2,Soundtrack
2355,Kylie Minogue,4,pop
2356,Kyo Itachi,6,Hip-Hop
2357,Kyojaku.,3,japanese
2358,Kyoto Jazz Massive,3,acid jazz
2359,L'Arc-en-Ciel,1,J-rock
2360,L'Orange,1,Hip-Hop
2361,L'indécis,2,chillout
2362,L.Dre,1,Hip-Hop
2363,L8LOOMER,8,hip hop
2364,LABOUM,2,k-pop
2365,LADIES' CODE,10,k-pop
2366,LADY'S ONLY,20,japanese
2367,LADY'S ONLY; SuCh,2,
2368,LADY’S ONLY,2,
2369,LASCAR,1,black metal
2370,LATE ON YOU,1,indie rock
2371,LCYTN,1,electronic
2372,LE SSERAFIM,119,k-pop
2373,LEEBADA,2,better than selena gomez
2374,LEFTWING : KODY,2,House
2375,LEO BHANJI,1,rap
2376,LIGHTSUM,4,k-pop
2377,LIL'PARODY,1,
2378,LINDA.G,1,south korea
2379,LION BABE,2,rnb
2380,LMFAO,2,electronic
2381,LOFI LAND,1,Lo-Fi
2382,LOONA/yyxy,5,k-pop
2383,LOOΠΔ,1184,Loona
2384,LOOΠΔ / ODD EYE CIRCLE,449,k-pop
2385,LOOΠΔ 1/3,173,k-pop
2386,LOOΠΔ yyxy,241,k-pop
2387,LORD$OFDOGTOWN,1,USA
2388,LOSTAGE,2,japanese
2389,LP,2,indie
2390,LUPIN THE THIRD JAM CREW,1,Soundtrack
2391,LVTHER,2,indie dance
2392,LYNXCATS,2,pop
2393,La Chica,3,venezuela
2394,La Femme,3,new wave
2395,La Féline,1,french
2396,La Roux,3,electropop
2397,Labrinth,1,electronic
2398,Lady,1,soul
2399,Lady Gaga,13,pop
2400,Lady Leshurr,1,Grime
2401,Laid Back,4,reggae
2402,Lali Puna,1,electronic
2403,Lamb of God,7,metalcore
2404,LambC,8,k-indie
2405,Lamp,9,japanese
2406,Lana Del Rey,1,female vocalists
2407,Lancey Foux,3,rage
2408,Lani Misalucha,1,OPM
2409,Lapalux,1,future garage
2410,Larry June,5,rap
2411,Larry Stephens,3,contemporary jazz
2412,Las Ketchup,1,pop
2413,Last Note.,2,vocaloid
2414,Lasya,1,folk
2415,Late Lee,1,
2416,Laufey,5,jazz
2417,Laur,7,speedcore
2418,Laura Branigan,3,80s
2419,Lauren Bousfield,2,glitch
2420,Lauren Marcus,1,american
2421,Lauv,1,pop
2422,Lay.Bn,1,Korean
2423,Laybacksound,2,indie
2424,Layone,1,rap
2425,Layton Greene,1,rnb
2426,Lazlow,2,heavy metal
2427,LazuLight,1,vtuber
2428,Le Roi Angus,1,indie
2429,Le Youth,1,electronic
2430,Leaf,4,trip-hop
2431,League of Legends,5,Soundtrack
2432,Leah Dou,1,electronic
2433,Led Zeppelin,5,classic rock
2434,Lee Aram,2,Korean
2435,Lee Chae Yeon,1,k-pop
2436,Lee Gi Kwang,1,pop
2437,Lee Jin Ah,2,Korean
2438,Lee Moon Sae,1,80s
2439,Lee Ritenour,1,jazz
2440,Lee Seung Yoon,1,indie
2441,Lee SuHyun,4,Korean
2442,Lee Young Ji,1,rap
2443,LeeHi,6,k-pop
2444,Leellamarz,1,Korean
2445,Left to the Wolves,1,metal
2446,Leikeli47,1,rap
2447,Lemaitre,2,electronic
2448,Lemon Demon,5,geek rock
2449,Lenny Kravitz,1,rock
2450,Leo Motta,1,
2451,Leo River,1,eurobeat
2452,Leo Sayer,1,pop
2453,Leon,1,tech house
2454,Leon Bridges,3,soul
2455,Leonz,12,sus
2456,Les Fils du Calvaire,1,electronic
2457,Les P'tits Yeux,1,acoustique
2458,Les Sins,1,House
2459,Lesh,1,punk
2460,Lester Nowhere,1,Hip-Hop
2461,Let's Eat Grandma,2,art pop
2462,Letherette,4,instrumental hip-hop
2463,Lettuce,2,funk
2464,Levekar,1,
2465,Leven Kali,8,rnb
2466,LeviathanJPTV,7,pop
2467,Lewis Del Mar,1,pop
2468,Lexie Liu,6,C-pop
2469,Lianne La Havas,1,soul
2470,Lie and a Chameleon,1,math rock
2471,Liebe,2,synthpop
2472,Light & Salt,1,jazz
2473,Lights,1,pop
2474,Like,95,Hip-Hop
2475,Lil Altoid,2,rap
2476,Lil Baby,1,rap
2477,Lil Dicky,8,Hip-Hop
2478,Lil Force,1,Hip-Hop
2479,Lil Mariko,2,pop
2480,Lil Nas X,140,Hip-Hop
2481,"Lil Nas X, Jack Harlow",1,USA
2482,Lil Peep,1,cloud rap
2483,Lil Pump,8,trap
2484,Lil Texas,1,speedcore
2485,Lil Uzi Vert,6,trap
2486,Lil Wayne,3,rap
2487,Lil Yachty,1,trap
2488,Lilas Ikuta,1,japan
2489,Lily Allen,2,pop
2490,Lily White,1,japanese
2491,Lim Kim,3,Korean
2492,Limahl,1,80s
2493,Limes,7,beats
2494,Lindsxy Mesenburg,1,pop
2495,Ling Tosite Sigure,28,post-hardcore
2496,Link,1,Crust
2497,LinkRust,1,
2498,Linkin Park,6,rock
2499,Liphe,3,electronic
2500,Lipps Inc.,18,Disco
2501,Lisa,36,j-pop
2502,Lita Ford,1,hard rock
2503,Lite,128,math rock
2504,Lite Show Magic,27,partners
2505,Little Big,14,electronic
2506,Little Creatures,1,japanese
2507,Little Dragon,19,trip-hop
2508,Little Simz,4,rap
2509,Liu,1,electronic
2510,Living Room,1,lounge
2511,Lizzo,4,seen live
2512,Lo Knowles,2,pop
2513,Lo Village,2,hip hop
2514,Lo-Fi Luke,1,Lo-Fi
2515,Lo-Fi Tigers,1,Lo-Fi
2516,LoCraft,1,
2517,Loafy Building,1,electronic
2518,Lobo,1,70s
2519,Local Natives,1,indie
2520,Loco,10,thrash metal
2521,Lofi City Colours,2,
2522,Logic,10,Hip-Hop
2523,Lola Disco ☀,1,future funk
2524,London Grammar,1,indie pop
2525,London Yellow,1,rap
2526,Lone,30,idm
2527,Lonnie Liston Smith and the Cosmic Echoes,1,jazz
